gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,bluetopattack,bluetopdefense,bluetopmagic,bluetopdifficulty,bluetopFighter,bluetopTank,bluetopMage,bluetopAssassin,bluetopSupport,bluetopMarksman,bluetophp,bluetophpperlevel,bluetopmp,bluetopmpperlevel,bluetopmovespeed,bluetoparmor,bluetoparmorperlevel,bluetopspellblock,bluetopspellblockperlevel,bluetopattackrange,bluetophpregen,bluetophpregenperlevel,bluetopmpregen,bluetopmpregenperlevel,bluetopattackdamage,bluetopattackdamageperlevel,bluetopattackspeedperlevel,bluetopattackspeed,bluejungleattack,bluejungledefense,bluejunglemagic,bluejungledifficulty,bluejungleFighter,bluejungleTank,bluejungleMage,bluejungleAssassin,bluejungleSupport,bluejungleMarksman,bluejunglehp,bluejunglehpperlevel,bluejunglemp,bluejunglempperlevel,bluejunglemovespeed,bluejunglearmor,bluejunglearmorperlevel,bluejunglespellblock,bluejunglespellblockperlevel,bluejungleattackrange,bluejunglehpregen,bluejunglehpregenperlevel,bluejunglempregen,bluejunglempregenperlevel,bluejungleattackdamage,bluejungleattackdamageperlevel,bluejungleattackspeedperlevel,bluejungleattackspeed,bluemidattack,bluemiddefense,bluemidmagic,bluemiddifficulty,bluemidFighter,bluemidTank,bluemidMage,bluemidAssassin,bluemidSupport,bluemidMarksman,bluemidhp,bluemidhpperlevel,bluemidmp,bluemidmpperlevel,bluemidmovespeed,bluemidarmor,bluemidarmorperlevel,bluemidspellblock,bluemidspellblockperlevel,bluemidattackrange,bluemidhpregen,bluemidhpregenperlevel,bluemidmpregen,bluemidmpregenperlevel,bluemidattackdamage,bluemidattackdamageperlevel,bluemidattackspeedperlevel,bluemidattackspeed,blueadcattack,blueadcdefense,blueadcmagic,blueadcdifficulty,blueadcFighter,blueadcTank,blueadcMage,blueadcAssassin,blueadcSupport,blueadcMarksman,blueadchp,blueadchpperlevel,blueadcmp,blueadcmpperlevel,blueadcmovespeed,blueadcarmor,blueadcarmorperlevel,blueadcspellblock,blueadcspellblockperlevel,blueadcattackrange,blueadchpregen,blueadchpregenperlevel,blueadcmpregen,blueadcmpregenperlevel,blueadcattackdamage,blueadcattackdamageperlevel,blueadcattackspeedperlevel,blueadcattackspeed,bluesupportattack,bluesupportdefense,bluesupportmagic,bluesupportdifficulty,bluesupportFighter,bluesupportTank,bluesupportMage,bluesupportAssassin,bluesupportSupport,bluesupportMarksman,bluesupporthp,bluesupporthpperlevel,bluesupportmp,bluesupportmpperlevel,bluesupportmovespeed,bluesupportarmor,bluesupportarmorperlevel,bluesupportspellblock,bluesupportspellblockperlevel,bluesupportattackrange,bluesupporthpregen,bluesupporthpregenperlevel,bluesupportmpregen,bluesupportmpregenperlevel,bluesupportattackdamage,bluesupportattackdamageperlevel,bluesupportattackspeedperlevel,bluesupportattackspeed,redtopattack,redtopdefense,redtopmagic,redtopdifficulty,redtopFighter,redtopTank,redtopMage,redtopAssassin,redtopSupport,redtopMarksman,redtophp,redtophpperlevel,redtopmp,redtopmpperlevel,redtopmovespeed,redtoparmor,redtoparmorperlevel,redtopspellblock,redtopspellblockperlevel,redtopattackrange,redtophpregen,redtophpregenperlevel,redtopmpregen,redtopmpregenperlevel,redtopattackdamage,redtopattackdamageperlevel,redtopattackspeedperlevel,redtopattackspeed,redjungleattack,redjungledefense,redjunglemagic,redjungledifficulty,redjungleFighter,redjungleTank,redjungleMage,redjungleAssassin,redjungleSupport,redjungleMarksman,redjunglehp,redjunglehpperlevel,redjunglemp,redjunglempperlevel,redjunglemovespeed,redjunglearmor,redjunglearmorperlevel,redjunglespellblock,redjunglespellblockperlevel,redjungleattackrange,redjunglehpregen,redjunglehpregenperlevel,redjunglempregen,redjunglempregenperlevel,redjungleattackdamage,redjungleattackdamageperlevel,redjungleattackspeedperlevel,redjungleattackspeed,redmidattack,redmiddefense,redmidmagic,redmiddifficulty,redmidFighter,redmidTank,redmidMage,redmidAssassin,redmidSupport,redmidMarksman,redmidhp,redmidhpperlevel,redmidmp,redmidmpperlevel,redmidmovespeed,redmidarmor,redmidarmorperlevel,redmidspellblock,redmidspellblockperlevel,redmidattackrange,redmidhpregen,redmidhpregenperlevel,redmidmpregen,redmidmpregenperlevel,redmidattackdamage,redmidattackdamageperlevel,redmidattackspeedperlevel,redmidattackspeed,redadcattack,redadcdefense,redadcmagic,redadcdifficulty,redadcFighter,redadcTank,redadcMage,redadcAssassin,redadcSupport,redadcMarksman,redadchp,redadchpperlevel,redadcmp,redadcmpperlevel,redadcmovespeed,redadcarmor,redadcarmorperlevel,redadcspellblock,redadcspellblockperlevel,redadcattackrange,redadchpregen,redadchpregenperlevel,redadcmpregen,redadcmpregenperlevel,redadcattackdamage,redadcattackdamageperlevel,redadcattackspeedperlevel,redadcattackspeed,redsupportattack,redsupportdefense,redsupportmagic,redsupportdifficulty,redsupportFighter,redsupportTank,redsupportMage,redsupportAssassin,redsupportSupport,redsupportMarksman,redsupporthp,redsupporthpperlevel,redsupportmp,redsupportmpperlevel,redsupportmovespeed,redsupportarmor,redsupportarmorperlevel,redsupportspellblock,redsupportspellblockperlevel,redsupportattackrange,redsupporthpregen,redsupporthpregenperlevel,redsupportmpregen,redsupportmpregenperlevel,redsupportattackdamage,redsupportattackdamageperlevel,redsupportattackspeedperlevel,redsupportattackspeed,ratio_victoire_blueteam,ratio_victoire_redteam,diff_ratio_victoire
ESPORTSTMNT02/1324779,LCK,Hanwha Life Esports,SeolHaeOne Prince,Gnar,Elise,Zoe,Kalista,Taric,Rumble,Trundle,Irelia,MissFortune,Braum,6,5,5,8,1,1,0,0,0,0,510.0,65,100.0,0.0,335,32.0,2.5,30.0,0.5,175,4.5,1.75,0.0,0.0,59.0,3.0,6.0,0.625,6,5,7,9,1,0,1,0,0,0,534.0,93,324.0,50.0,330,27.0,3.35,30.0,0.5,550,5.5,0.6,6.0,0.8,55.0,3.0,1.75,0.625,1,7,8,5,0,0,1,0,1,0,560.0,92,425.0,25.0,340,20.8,3.5,30.0,0.5,550,6.5,0.6,8.0,0.65,58.0,3.3,2.5,0.625,8,2,4,7,0,0,0,0,0,1,534.0,100,250.0,45.0,325,21.0,4.0,30.0,0.5,525,3.75,0.55,6.3,0.4,69.0,3.5,4.0,0.694,4,8,5,3,1,0,0,0,1,0,575.0,85,300.0,60.0,340,40.0,3.4,32.1,1.25,150,6.0,0.5,8.5,0.8,55.0,3.5,2.0,0.625,3,6,8,10,1,0,1,0,0,0,589.0,85,100.0,0.0,345,31.0,3.5,32.1,1.25,125,8.0,0.6,0.0,0.0,61.0,3.2,1.85,0.644,7,6,2,5,1,1,0,0,0,0,616.0,96,281.0,45.0,350,37.0,2.7,32.1,1.25,175,6.0,0.75,7.5,0.6,68.0,3.0,2.9,0.67,7,4,5,5,1,0,0,1,0,0,580.0,95,350.0,30.0,335,36.0,3.0,32.0,1.25,200,8.5,0.85,8.0,0.8,63.0,4.0,2.5,0.656,8,2,5,1,0,0,0,0,0,1,570.0,93,325.84,35.0,325,28.0,3.0,30.0,0.5,550,3.75,0.65,8.042,0.65,52.0,2.7,2.25,0.656,3,9,4,3,0,1,0,0,1,0,540.0,98,310.6,45.0,335,47.0,4.0,32.1,1.25,125,8.5,1.0,6.0,0.8,55.376,3.2,3.5,0.644,0.29411764705882354,0.37333333333333335,-0.07921568627450981
ESPORTSTMNT02/1295294,LCS.A,Team Liquid Academy,Dignitas Academy,Gangplank,Gragas,Zoe,MissFortune,Braum,Ornn,JarvanIV,Syndra,Varus,TahmKench,7,6,4,9,1,0,0,0,0,0,540.0,82,282.0,40.0,345,35.0,3.0,32.1,1.25,125,6.0,0.6,7.5,0.7,64.0,3.0,3.2,0.658,4,7,6,5,1,0,1,0,0,0,600.0,95,400.0,47.0,330,35.0,3.6,32.1,1.25,125,5.5,0.5,6.0,0.8,64.0,3.5,2.05,0.675,1,7,8,5,0,0,1,0,1,0,560.0,92,425.0,25.0,340,20.8,3.5,30.0,0.5,550,6.5,0.6,8.0,0.65,58.0,3.3,2.5,0.625,8,2,5,1,0,0,0,0,0,1,570.0,93,325.84,35.0,325,28.0,3.0,30.0,0.5,550,3.75,0.65,8.042,0.65,52.0,2.7,2.25,0.656,3,9,4,3,0,1,0,0,1,0,540.0,98,310.6,45.0,335,47.0,4.0,32.1,1.25,125,8.5,1.0,6.0,0.8,55.376,3.2,3.5,0.644,5,9,3,5,1,1,0,0,0,0,590.0,95,340.6,45.0,335,33.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,69.0,3.5,2.0,0.625,6,8,3,5,1,1,0,0,0,0,570.0,90,300.0,40.0,340,34.0,3.6,32.1,1.25,175,8.0,0.7,6.5,0.45,64.0,3.4,2.5,0.658,2,3,9,8,0,0,1,0,1,0,523.0,90,480.0,40.0,330,24.712,3.4,30.0,0.5,550,6.5,0.6,8.0,0.8,53.872,2.9,2.0,0.625,7,3,4,2,0,0,1,0,0,1,530.0,91,360.0,33.0,330,27.0,3.4,30.0,0.5,575,3.5,0.55,8.0,0.8,61.0,3.0,3.0,0.658,3,9,6,5,0,1,0,0,1,0,600.0,100,325.0,40.0,335,47.0,3.5,32.1,1.25,175,6.5,0.55,8.0,1.0,56.0,3.2,2.5,0.658,0.3728813559322034,0.24,0.1328813559322034
6376-8231,LDL,Dominus Esports Young,Victorious Gaming,Ornn,Khazix,Leblanc,Kalista,Nautilus,Mordekaiser,Graves,Syndra,Aphelios,Poppy,5,9,3,5,1,1,0,0,0,0,590.0,95,340.6,45.0,335,33.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,69.0,3.5,2.0,0.625,9,4,3,6,0,0,0,1,0,0,572.8,85,327.2,40.0,350,36.0,3.0,32.1,1.25,125,7.5,0.75,7.59,0.5,63.0,3.1,2.7,0.668,1,4,10,9,0,0,1,1,0,0,528.0,92,334.0,50.0,340,21.88,3.5,30.0,0.5,525,7.5,0.55,6.0,0.8,54.88,3.5,1.4,0.625,8,2,4,7,0,0,0,0,0,1,534.0,100,250.0,45.0,325,21.0,4.0,30.0,0.5,525,3.75,0.55,6.3,0.4,69.0,3.5,4.0,0.694,4,6,6,6,1,1,0,0,0,0,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,61.0,3.3,1.0,0.706,4,6,7,4,1,0,0,0,0,0,575.0,90,100.0,0.0,335,37.0,3.0,32.0,1.25,175,5.0,0.75,0.0,0.0,61.0,4.0,1.0,0.625,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,2,3,9,8,0,0,1,0,1,0,523.0,90,480.0,40.0,330,24.712,3.4,30.0,0.5,550,6.5,0.6,8.0,0.8,53.872,2.9,2.0,0.625,6,2,1,10,0,0,0,0,0,1,530.0,88,348.0,42.0,325,28.0,3.0,26.0,0.5,550,3.25,0.55,6.5,0.4,57.0,2.0,2.1,0.64,6,7,2,6,1,1,0,0,0,0,540.0,90,280.0,40.0,345,38.0,3.5,32.0,1.25,125,8.0,0.8,7.0,0.7,64.0,4.0,2.5,0.625,0.7555555555555555,0.4482758620689655,0.30727969348659
6708-8951,LDL,Suning-S,LGD Gaming Young Team,Renekton,Nidalee,Lucian,Kalista,Leona,Ornn,Graves,Akali,Xayah,Alistar,8,5,2,3,1,1,0,0,0,0,575.0,87,100.0,0.0,345,35.0,4.0,32.1,1.25,125,8.0,0.75,0.0,0.0,69.0,3.75,2.75,0.665,5,4,7,8,0,0,1,1,0,0,545.0,85,295.6,45.0,335,28.0,3.5,30.0,0.5,525,6.0,0.6,6.0,0.8,61.0,3.5,3.22,0.638,8,5,3,6,0,0,0,0,0,1,571.0,86,348.88,38.0,335,28.0,3.0,30.0,0.5,500,3.75,0.65,8.176,0.7,64.0,2.75,3.3,0.638,8,2,4,7,0,0,0,0,0,1,534.0,100,250.0,45.0,325,21.0,4.0,30.0,0.5,525,3.75,0.55,6.3,0.4,69.0,3.5,4.0,0.694,4,8,3,4,0,1,0,0,1,0,576.16,87,302.2,40.0,335,47.0,3.6,32.1,1.25,125,8.5,0.85,6.0,0.8,60.04,3.0,2.9,0.625,5,9,3,5,1,1,0,0,0,0,590.0,95,340.6,45.0,335,33.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,69.0,3.5,2.0,0.625,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,5,3,8,7,0,0,0,1,0,0,575.0,95,200.0,0.0,345,23.0,3.5,37.0,1.25,125,8.0,0.5,50.0,0.0,62.4,3.3,3.2,0.625,10,6,1,5,0,0,0,0,0,1,590.0,88,340.0,40.0,325,25.0,3.0,30.0,0.5,525,3.25,0.75,8.25,0.75,60.0,2.9,3.3,0.625,6,9,5,7,0,1,0,0,1,0,600.0,106,350.0,40.0,330,44.0,3.5,32.1,1.25,125,8.5,0.85,8.5,0.8,62.0,3.75,2.125,0.625,0.5,0.07142857142857142,0.4285714285714286
ESPORTSTMNT04/1180143,TCL,Dark Passage,İstanbul Wildcats,Ornn,Nidalee,Azir,Varus,Braum,Vladimir,Graves,Kassadin,MissFortune,Thresh,5,9,3,5,1,1,0,0,0,0,590.0,95,340.6,45.0,335,33.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,69.0,3.5,2.0,0.625,5,4,7,8,0,0,1,1,0,0,545.0,85,295.6,45.0,335,28.0,3.5,30.0,0.5,525,6.0,0.6,6.0,0.8,61.0,3.5,3.22,0.638,6,3,8,9,0,0,1,0,0,1,552.0,92,480.0,21.0,335,19.04,3.0,30.0,0.5,525,7.0,0.75,8.0,0.8,52.0,2.8,3.0,0.625,7,3,4,2,0,0,1,0,0,1,530.0,91,360.0,33.0,330,27.0,3.4,30.0,0.5,575,3.5,0.55,8.0,0.8,61.0,3.0,3.0,0.658,3,9,4,3,0,1,0,0,1,0,540.0,98,310.6,45.0,335,47.0,4.0,32.1,1.25,125,8.5,1.0,6.0,0.8,55.376,3.2,3.5,0.644,2,6,8,7,0,0,1,0,0,0,537.0,96,2.0,0.0,330,23.0,3.3,30.0,0.5,450,7.0,0.6,0.0,0.0,55.0,3.0,2.0,0.658,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,3,5,8,8,0,0,1,1,0,0,576.0,90,397.6,67.0,335,19.0,2.8,30.0,0.5,150,6.0,0.5,6.0,0.8,58.852,3.9,3.7,0.64,8,2,5,1,0,0,0,0,0,1,570.0,93,325.84,35.0,325,28.0,3.0,30.0,0.5,550,3.75,0.65,8.042,0.65,52.0,2.7,2.25,0.656,5,6,6,7,1,0,0,0,1,0,560.52,93,273.92,44.0,335,28.0,0.0,30.0,0.5,450,7.0,0.55,6.0,0.8,56.0,2.2,3.5,0.625,0.4,0.71875,-0.31875
ESPORTSTMNT02/1323113,CK,Asura,Jin Air Green Wings,Kled,RekSai,Sylas,Kaisa,Sett,Aatrox,LeeSin,Leblanc,Ezreal,TahmKench,8,2,2,7,1,1,0,0,0,0,340.0,70,100.0,0.0,345,35.0,4.0,32.1,1.25,125,6.0,0.75,0.0,0.0,65.0,3.5,3.5,0.625,8,5,2,3,1,0,0,0,0,0,570.0,85,100.0,0.0,335,36.0,3.75,32.1,1.25,175,7.5,0.65,0.0,0.0,64.0,3.0,2.0,0.667,3,4,8,5,0,0,1,1,0,0,525.0,115,280.0,50.0,340,27.0,4.0,32.0,1.75,175,9.0,0.9,7.0,0.8,61.0,3.0,3.5,0.645,8,5,3,6,0,0,0,0,0,1,600.0,88,344.88,38.0,335,28.0,3.0,30.0,0.5,525,3.5,0.55,8.2,0.45,59.0,1.7,1.8,0.644,8,5,1,2,1,1,0,0,0,0,600.0,93,0.0,0.0,340,33.0,4.0,32.0,1.25,125,7.0,0.5,0.0,0.0,60.0,4.0,1.75,0.625,8,4,3,4,1,1,0,0,0,0,580.0,90,0.0,0.0,345,38.0,3.25,32.1,1.25,175,3.0,1.0,0.0,0.0,60.0,5.0,2.5,0.651,8,5,3,6,1,0,0,1,0,0,575.0,85,200.0,0.0,345,33.0,3.7,32.1,1.25,125,7.5,0.7,50.0,0.0,70.0,3.2,3.0,0.651,1,4,10,9,0,0,1,1,0,0,528.0,92,334.0,50.0,340,21.88,3.5,30.0,0.5,525,7.5,0.55,6.0,0.8,54.88,3.5,1.4,0.625,7,2,6,7,0,0,1,0,0,1,530.0,88,375.0,50.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.5,0.65,60.0,2.5,2.5,0.625,3,9,6,5,0,1,0,0,1,0,600.0,100,325.0,40.0,335,47.0,3.5,32.1,1.25,175,6.5,0.55,8.0,1.0,56.0,3.2,2.5,0.658,0.3888888888888889,0.5918367346938775,-0.20294784580498865
ESPORTSTMNT05/1440187,LEC,G2 Esports,Misfits Gaming,Bard,Shyvana,Zed,Aatrox,Swain,Teemo,Ornn,Leblanc,Quinn,Annie,4,4,5,9,0,0,1,0,1,0,560.0,89,350.0,50.0,330,34.0,4.0,30.0,0.5,500,5.5,0.55,6.0,0.45,52.0,3.0,2.0,0.625,8,6,3,4,1,1,0,0,0,0,595.0,95,100.0,0.0,350,38.0,3.35,32.1,1.25,125,8.5,0.8,0.0,0.0,66.0,3.4,2.5,0.658,9,2,1,7,0,0,0,1,0,0,584.0,85,200.0,0.0,345,32.0,3.5,32.1,1.25,125,7.0,0.65,50.0,0.0,63.0,3.4,3.3,0.651,8,4,3,4,1,1,0,0,0,0,580.0,90,0.0,0.0,345,38.0,3.25,32.1,1.25,175,3.0,1.0,0.0,0.0,60.0,5.0,2.5,0.651,2,6,9,8,1,0,1,0,0,0,525.0,85,468.0,28.5,325,22.72,4.0,30.0,0.5,525,7.0,0.65,8.0,0.8,58.0,2.7,2.11,0.625,5,3,7,6,0,0,0,1,0,1,528.0,90,334.0,20.0,330,24.3,3.75,30.0,0.5,500,5.5,0.65,9.6,0.45,54.0,3.0,3.38,0.69,5,9,3,5,1,1,0,0,0,0,590.0,95,340.6,45.0,335,33.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,69.0,3.5,2.0,0.625,1,4,10,9,0,0,1,1,0,0,528.0,92,334.0,50.0,340,21.88,3.5,30.0,0.5,525,7.5,0.55,6.0,0.8,54.88,3.5,1.4,0.625,9,4,2,5,0,0,0,1,0,1,532.8,85,268.8,35.0,335,28.0,3.5,30.0,0.5,525,5.5,0.55,6.972,0.4,59.0,2.4,3.1,0.668,2,3,10,6,0,0,1,0,0,0,524.0,88,418.0,25.0,335,19.22,4.0,30.0,0.5,625,5.5,0.55,8.0,0.8,50.41,2.625,1.36,0.579,0.6119402985074627,0.5961538461538461,0.01578645235361653
,LPL,JD Gaming,Top Esports,Renekton,Nidalee,Pantheon,Kaisa,Leona,Fiora,Graves,Zoe,Jhin,Thresh,8,5,2,3,1,1,0,0,0,0,575.0,87,100.0,0.0,345,35.0,4.0,32.1,1.25,125,8.0,0.75,0.0,0.0,69.0,3.75,2.75,0.665,5,4,7,8,0,0,1,1,0,0,545.0,85,295.6,45.0,335,28.0,3.5,30.0,0.5,525,6.0,0.6,6.0,0.8,61.0,3.5,3.22,0.638,9,4,3,4,1,0,0,1,0,0,580.0,95,317.12,31.0,355,40.0,3.75,28.0,1.25,175,10.0,0.65,7.356,0.45,64.0,3.3,2.95,0.644,8,5,3,6,0,0,0,0,0,1,600.0,88,344.88,38.0,335,28.0,3.0,30.0,0.5,525,3.5,0.55,8.2,0.45,59.0,1.7,1.8,0.644,4,8,3,4,0,1,0,0,1,0,576.16,87,302.2,40.0,335,47.0,3.6,32.1,1.25,125,8.5,0.85,6.0,0.8,60.04,3.0,2.9,0.625,10,4,2,3,1,0,0,1,0,0,550.0,85,300.0,40.0,345,33.0,3.5,32.1,1.25,150,8.5,0.55,8.0,0.7,68.0,3.3,3.2,0.69,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,1,7,8,5,0,0,1,0,1,0,560.0,92,425.0,25.0,340,20.8,3.5,30.0,0.5,550,6.5,0.6,8.0,0.65,58.0,3.3,2.5,0.625,10,2,6,6,0,0,1,0,0,1,585.0,93,300.0,50.0,330,24.0,3.5,30.0,0.5,550,3.75,0.55,6.0,0.8,59.0,4.7,0.0,0.625,5,6,6,7,1,0,0,0,1,0,560.52,93,273.92,44.0,335,28.0,0.0,30.0,0.5,450,7.0,0.55,6.0,0.8,56.0,2.2,3.5,0.625,0.4883720930232558,0.4024390243902439,0.08593306863301187
ESPORTSTMNT01/1370398,BRCC,Intergalaxy Tigers Gaming,Falkol,Irelia,Elise,Talon,Varus,Fiddlesticks,Jayce,Gragas,Lissandra,Ezreal,Thresh,7,4,5,5,1,0,0,1,0,0,580.0,95,350.0,30.0,335,36.0,3.0,32.0,1.25,200,8.5,0.85,8.0,0.8,63.0,4.0,2.5,0.656,6,5,7,9,1,0,1,0,0,0,534.0,93,324.0,50.0,330,27.0,3.35,30.0,0.5,550,5.5,0.6,6.0,0.8,55.0,3.0,1.75,0.625,9,3,1,7,0,0,0,1,0,0,588.0,95,377.2,37.0,335,30.0,3.5,39.0,1.25,125,8.5,0.75,7.6,0.8,68.0,3.1,2.9,0.625,7,3,4,2,0,0,1,0,0,1,530.0,91,360.0,33.0,330,27.0,3.4,30.0,0.5,575,3.5,0.55,8.0,0.8,61.0,3.0,3.0,0.658,2,3,9,9,0,0,1,0,1,0,580.4,92,500.0,28.0,335,34.0,3.5,30.0,0.5,480,5.5,0.6,8.0,0.8,55.36,2.625,2.11,0.625,8,4,3,7,1,0,0,0,0,1,560.0,90,375.0,45.0,335,27.0,3.5,30.0,0.5,125,6.0,0.6,6.0,0.8,54.0,4.25,3.0,0.658,4,7,6,5,1,0,1,0,0,0,600.0,95,400.0,47.0,330,35.0,3.6,32.1,1.25,125,5.5,0.5,6.0,0.8,64.0,3.5,2.05,0.675,2,5,8,6,0,0,1,0,0,0,550.0,90,475.0,30.0,325,22.0,3.7,30.0,0.5,550,7.0,0.55,8.0,0.4,53.0,2.7,1.36,0.656,7,2,6,7,0,0,1,0,0,1,530.0,88,375.0,50.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.5,0.65,60.0,2.5,2.5,0.625,5,6,6,7,1,0,0,0,1,0,560.52,93,273.92,44.0,335,28.0,0.0,30.0,0.5,450,7.0,0.55,6.0,0.8,56.0,2.2,3.5,0.625,0.3333333333333333,0.5862068965517241,-0.2528735632183908
ESPORTSTMNT02/1385309,CBLOL,Flamengo Esports,paiN Gaming,Renekton,Elise,TwistedFate,Ezreal,Nautilus,Mordekaiser,Graves,Leblanc,Kalista,Leona,8,5,2,3,1,1,0,0,0,0,575.0,87,100.0,0.0,345,35.0,4.0,32.1,1.25,125,8.0,0.75,0.0,0.0,69.0,3.75,2.75,0.665,6,5,7,9,1,0,1,0,0,0,534.0,93,324.0,50.0,330,27.0,3.35,30.0,0.5,550,5.5,0.6,6.0,0.8,55.0,3.0,1.75,0.625,6,2,6,9,0,0,1,0,0,0,534.0,94,333.0,19.0,335,21.0,3.15,30.0,0.5,525,5.5,0.6,8.0,0.8,52.0,3.3,3.22,0.651,7,2,6,7,0,0,1,0,0,1,530.0,88,375.0,50.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.5,0.65,60.0,2.5,2.5,0.625,4,6,6,6,1,1,0,0,0,0,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,61.0,3.3,1.0,0.706,4,6,7,4,1,0,0,0,0,0,575.0,90,100.0,0.0,335,37.0,3.0,32.0,1.25,175,5.0,0.75,0.0,0.0,61.0,4.0,1.0,0.625,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,1,4,10,9,0,0,1,1,0,0,528.0,92,334.0,50.0,340,21.88,3.5,30.0,0.5,525,7.5,0.55,6.0,0.8,54.88,3.5,1.4,0.625,8,2,4,7,0,0,0,0,0,1,534.0,100,250.0,45.0,325,21.0,4.0,30.0,0.5,525,3.75,0.55,6.3,0.4,69.0,3.5,4.0,0.694,4,8,3,4,0,1,0,0,1,0,576.16,87,302.2,40.0,335,47.0,3.6,32.1,1.25,125,8.5,0.85,6.0,0.8,60.04,3.0,2.9,0.625,0.5121951219512195,0.41025641025641024,0.10193871169480928
ESPORTSTMNT01/1380321,BRCC,Rensga eSports,Havan Liberty Academy,Sett,Sejuani,Diana,Kalista,Taric,Gangplank,Olaf,Leblanc,MissFortune,Nautilus,8,5,1,2,1,1,0,0,0,0,600.0,93,0.0,0.0,340,33.0,4.0,32.0,1.25,125,7.0,0.5,0.0,0.0,60.0,4.0,1.75,0.625,5,7,6,4,1,1,0,0,0,0,560.0,100,400.0,40.0,340,34.0,4.25,32.1,1.25,150,8.5,1.0,7.0,0.7,66.0,4.0,3.5,0.688,7,6,8,4,1,0,1,0,0,0,570.0,95,375.0,25.0,345,31.0,3.6,32.1,1.25,150,7.5,0.85,8.0,0.8,57.0,3.0,2.25,0.625,8,2,4,7,0,0,0,0,0,1,534.0,100,250.0,45.0,325,21.0,4.0,30.0,0.5,525,3.75,0.55,6.3,0.4,69.0,3.5,4.0,0.694,4,8,5,3,1,0,0,0,1,0,575.0,85,300.0,60.0,340,40.0,3.4,32.1,1.25,150,6.0,0.5,8.5,0.8,55.0,3.5,2.0,0.625,7,6,4,9,1,0,0,0,0,0,540.0,82,282.0,40.0,345,35.0,3.0,32.1,1.25,125,6.0,0.6,7.5,0.7,64.0,3.0,3.2,0.658,9,5,3,3,1,1,0,0,0,0,597.24,93,315.6,42.0,350,35.0,3.0,32.1,1.25,125,8.5,0.9,7.466,0.575,68.0,3.5,2.7,0.694,1,4,10,9,0,0,1,1,0,0,528.0,92,334.0,50.0,340,21.88,3.5,30.0,0.5,525,7.5,0.55,6.0,0.8,54.88,3.5,1.4,0.625,8,2,5,1,0,0,0,0,0,1,570.0,93,325.84,35.0,325,28.0,3.0,30.0,0.5,550,3.75,0.65,8.042,0.65,52.0,2.7,2.25,0.656,4,6,6,6,1,1,0,0,0,0,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,61.0,3.3,1.0,0.706,0.6428571428571429,0.5357142857142857,0.1071428571428572
